119 143.568169 25.379
102 122.586526 21.735
85 102.699453 18.016
68 82.684319 14.592
51 62.030764 10.874
34 41.142357 7.327
17 20.679385 3.677
63 77.339263 13.362
54 65.140729 11.421
45 54.184148 9.531
36 44.296916 7.679
27 33.001744 5.790
18 21.998207 3.832
9 11.066162 1.940
